,id,text_pl,score
225,86,"[name],  Podeślij mi cv kandydatki i szczegóły stażu do umowy, które ustaliliście, czyli datę początku, czas trwania i stawkę.  Pozdrawiam, [name]  [name and surname] Director | [OrgName]",30.0
226,88,"[name],   Mam prośbę o nadanie mi dostępów do folderów z analizami i instrukcjami naszych aplikacji na Sharepoint.  Mój mail to [email address], o dostępy prosili również [name] - [email address] oraz [name] - [email address]  Poniżej wklejam link do folderu w którym prawdopodobnie są dokumenty:  [link]",30.0
227,153,"Cześć, Proszę o uzupełnienie i odesłanie dziś do mnie załączonego zestawienia prac dla [OrgName] za listopad.  Pozdrawiam, [name and surname] Senior Manager | [OrgName]",60.0
228,178,"Cześć,  Czy mógłbym Cię prosić o otagowanie jeszcze zbioru z załącznika? W poprzednich tekstach dane były bardzo fajnie otagowane, po mojej analizie różnice były minimalne w 2 aspektach: 1.\tsłowa na \'skraju\' języka polskiego jak: reinstalacja, eskalacja, eksploracja - myślę, że w takich przypadkach bezpiecznie jest odwołać się do słownika [OrgName]/tłumacza [OrgName] polski-angielski-polski i w taki sposób np. reinstalacja nie jest słowem polskim, 2.\tsłowa pomiędzy obcojęzycznymi a \'śmieciowymi\' jak: DimetraIP81 - jeśli w słowie da się znaleźć chociaż częściowe nawiązanie do słów zagranicznych to bezpieczniej będzie interpretować je jako obcojęzyczne. W razie jakichkolwiek pytań pozostaję do dyspozycji \ud83d\ude42 Z góry dziękuję!  Pozdrawiam [name]",240.0
229,179,"[name], Potrzebuję wsparcia w przygotowaniu artykułów na przynajmniej jeden z tematów: 1.\tPodsłuchujące państwa (o służbach, [product name], [place name] itd. itp.) 2.\tPandemia a prywatność  Odbiorcą jest zwykle pracownik [OrgName], któremu artykuł ma przekazać informacje przydatne w pracy, ale też życiu prywatnym (głównie obszar ochrony danych osobowych, cyberbepieczeństwa). Staramy się, aby było trochę konkretnych danych, a nie tylko opisów (czyli np. wielkość strat związanych z wirusami komputerowymi, konkretne kwoty ukradzione klientom banków z wykorzystaniem phishingu, najrozleglejsze niedostępności prądu w wyniku blackoutu). Coś przemawiającego do wyobraźni. Artykuły dla nich mają zwykle nie więcej niż 1,5 strony, czcionką 11. Materiał potrzebowałbym do końca tego tygodnia. Prośba o dodanie odnośników do wykorzystanych artykułów.  Pozdrawiam, [name and surname] Senior Manager | [OrgName] [email address] Tel.: [telephone number] | Fax: [telephone number] | [link] [geogr name], [geogr Name], [geogr Name] NIP: [number] | REGON: [number] | KRS: [number] Sąd Rejonowy dla m.st. [place name] w [place name], XII Wydział Gospodarczy Krajowego Rejestru Sądowego Kapitał zakładowy: [number],00 zł (opłacony w całości)",360.0
230,180,"Szanowni Państwo,   chciałem zapytać na jakim etapie znajduje się postępowanie ofertowe na realizację zamówienia dot. zadania „Wdrożenie systemu do modelowania i zarządzania procesami biznesowymi - [OrgName]”. Czy przeprowadzono już weryfikację i ocenę nadesłanych ofert ?   Pozdrawiam, [name and surname] Business Analyst [OrgName]  [telephone number]",45.0
231,210,"Hej, zrób proszę wstępną selekcję \ud83d\ude0a. W przyszłym tygodniu możemy zacząć się umawiać z kandydatami  Dzięki! [name]",60.0
232,212,"Witajcie  Znaleźliście się w gronie szczęśliwców biorących udział w naszej ostatniej misji gospodarczej do [place name]. \ud83d\ude09  Misja już za parę dni więc trzeba działać SZYBKO z rezerwacjami.  Targi i spotkania Celem misji jest udział w targach [OrgName], które są w dnia 21-23 marca.   [link] Na targach nie musicie być codziennie. Wystarczy, że pójdziecie w jeden dzień porozmawiacie po parę minut  z  minimum 3 firmami, pozbieracie wizytówki i zrobicie zdjęcia. Na targi wstęp jest bezpłatny ale trzeba wypełnić wcześniej formularze na stronie targów. Prawdopodobnie na 22.03 uda się ustawić spotkanie z [link]. Reszta czasu do dowolnego zagospodarowania.  Lot Proponuje wam wylot 21.03 (wylot 13.00)  i powrót 24.03 (wylot 16.00). Ewentualnie 20.03 - 23.03 ale wtedy wylot do [place name] jest w niedzielę wieczorem i przylot nad ranem, więc noc zarwana. Hotel Wstępnie wybrałam wam taki hotel, który jest w dzielnicy odbywania się targów. [link] Ale możecie też poszukać czegoś innego, jeżeli preferujecie inną lokalizację lub ten hotel wam się nie podoba. Niestety w związku z tym, że rezerwujemy późno a ceny w związku z obecną sytuacją na świecie wystrzeliły w górę nie możemy za bardzo poszaleć budżetowo. Dobrze wiec by było, żeby całościowy koszt noclegu  nie przekroczył kwoty 8,5 tyś zł.  Ewentualne odchylenia w górę do negocjacji. Zdecydujcie proszę szybko (najlepiej do końca tygodnia) kiedy chcecie lecieć i jaki hotel i dajcie znać [name], żeby mógł wam kupić bilety  (podajcie numery paszportów i daty ważności). Jeżeli rezerwacja hotelu nie wymaga zapłaty całości z góry to rezerwujcie sami. Jutro będę niedostępna, więc kontaktujcie się proszę między sobą. Pozdrawiam [name]",60.0
233,248,"Cześć,  Trochę improwizowałem z taką prezentacją, ale idea jest taka żeby ktoś kto pracuje głównie zdalnie szybko zorientował się kto jest kim w zespole  [product name], plus żeby wiedział do kogo udać się kiedy coś nie gra. Trzeba chyba dodać jeszcze jakieś zadania na początek. To jest na razie draft (są jeszcze brakujące elementy np. numery telefonów, niektóre elementy na slajdach będą też zmieniane), chciałem poznać Twoją opinię czy to idzie we właściwym kierunku.",60.0
234,270,"Pani [name],   W nawiązaniu do ostatniego spotkania, przesyłam listę dokumentów, z którymi chcielibyśmy się zapoznać. Zdaje sobie sprawę, że będę mógł je otrzymać dopiero po otrzymaniu laptopa.  Przesyłam to zapotrzebowanie z wyprzedzeniem, ponieważ lista jest rozległa i skompletowanie dokumentów z pewnością potrwa.   W razie pytań pozostaję do dyspozycji.   Pozdrawiam, [name and surname] Head of Cybersecurity | [OrgName]",120.0
235,274,Dzięki. Dodałbyś jeden slajd z proponowanym zakresem prac i jakimś harmonogramem?,60.0
236,3,"[name], wiem, że to dla Ciebie trudny czas. Przepisy się wciąż zmieniają, płynność szwankuje. Jednak do końca miesiąca Twoja Księgowość musi uporać się z tymi raportami dla ZUSu.",480.0
237,4,"Straty, jakie poniosła firma liczone są w milionach dolarów za niezrealizowanie zadanieâ€™a. Mam nadzieję, że macie dobre usprawiedliwienie swojego lekkomyślnego zachowania. Spotkanie z CEO [name and surname] jest za 3 h w [geogr name] na [geogr name].",120.0
238,11,"Czy możemy omówić z [name and surname] na kawie nowe podejście do klientów, którzy leasingują nasze soft za kwoty nie przekraczające 10000 USD? Chciałbym zrobić warsztaty online z tymi klientami przed końćem przyszłego miesiąca - czy mamy jeszcze jakichś klientów poza [OrgName] i [OrgName] i [OrgName]? Będziesz miał czas spotkać się w trójkę jutro?",120.0
239,22,"Jesteśmy gotowi wystawić dla potnecjalnych nowych klientów w [OrgName], [OrgName]'u i Apple'u wersję light. Będzie nas to kosztować tylko 10000 EUR pełną potrzebną infrastrukturę chmurową. CZy mógłbys do jutra do 12:00 zrobić analizę opłącalności przedsięwzięcia i wysłać do mnie i [name],",180.0
240,24,"Prosiłbym o access do dokumentacji oraz link do repozytorium dla naszych nowych klientów. Obecnie (ostatnia próba dostępu to 14.08.2022, godz. 14:37) mam błąd autoryzacji. Pzdr [name and surname].",30.0
241,32,"[name] dziękuję Ci za sprawozdanie przysłane. Czy jest szansa, żeby dodać jeszcze 20000 złotych do kolumny 'Winien' w tabelce na 3 stronie. Chodzi o to aby uzyskać od [name and surname] z [OrgName]a brakującą kwotę za zniszczenie sprzętu w biurze. Tylko musielibyśmy to zrobić przed końcem lipca. Znajdziesz czas jutro aby to uzupełnić? Ja będę jutro w [place name] i nie dam rady sam.",60.0
242,53,"[name], W załączeniu uwagi po analizie procesu oceny ryzyka dla [product name]. Dziś przeszliśmy większość ścieżek z [name] i to jest efekt naszej pracy. Proszę o pilne wprowadzenie poprawek (przynajmniej językowych i błędów w działaniu). Po zakończeniu tych działań przygotuj, proszę, zrzuty poszczególnych ekranów (tłumaczenie list rozwijalnych przejrzymy na bazie słowników). Posłużą do poprawienia tłumaczeń. Zaznaczyłem trzy zmiany w aplikacji (w tym zmiana do raportu). Dobrze byłoby wprowadzić je zarówno w wersji polskiej, jak i angielskiej przed wysłaniem do [product name]a, jednak brak wprowadzenia tych zmian nie powinien wstrzymywać wszelkich pozostałych poprawek. Przy okazji przejrzyj też pozostałe aplikacje pod kątem stosowania „Cotroller” zamiast „Administrator”, a także literówek (np. proces w ramach GDPR request jest zapisany jako „Registration of the requesr”).  Osobno wprowadzimy zmiany w aplikacji do obsługi naruszeń. Zaproponuję nowy przebieg. Trzeba będzie dorobić w niej jeszcze arkusz oceny naruszenia (teraz mamy go w wersji excelowej - załącznik PL i EN).  Daj znać na kiedy jesteś w stanie wprowadzić niezbędne zmiany w „Analizie ryzyka” i dostarczyć zrzuty ekranów. W prace możesz zaangażować [name], jeśli uznasz to za pomocne (np. na etapie robienia zrzutów ekranów).  Pozdrawiam, [name and surname] Senior Manager | [OrgName]",480.0
243,54,"[name] przygotuj propozycję umowy do jutra dla [OrgName] o dane, o któych rozmawialiśmy wczoraj. Zrób tak tylko żeby nie przekroczyć 20000 USD. [name] więcej nam nie da. Mam nadzieję, że przyjmą bo jak nie to pewenie jeszcze o 2 miesiące nagocjacje się przeciągną?",120.0
244,65,"Od wczoraj, od 13:00 czekam na dane od [name and surname]. Czy mógłbyś go pospieszyć?",30.0
245,71,"Panie [name], koszt całego projektu to 20.004 złote i 34 grosze. Należność należy uregulować do 14 kwietnia 2022 roku na podane wcześniej konto bankowe [Bank Name].",15.0
246,82,"[name] gratulacje. Wyślij mi proszę dyplom wraz z sylabusem z tego szkolenia w [Bank Name] jeszcze przed moim wyjazdem do [place name] tzn przez 31/11/2021. Czy jest szansa, że gdybyśmy wysłali 5 osób na to szkolenie to zeszliby do kwoty 1500 USD za osobę? Mamy na całość tylko 30000 PLN a chciałby, żeby jak najwięcej osób z zespołu w nim uczestniczyło.",30.0
247,84,"Po warsztatach z [Bank Name] w zeszłym tygodniu mamy pełne ręce roboty. Przydałyby nam się nowe twarze na pokładzie, nie masz może [name] jakiś wolnych sił przerobowych? [name and surname]",30.0
248,92,"Drodzy, we współpracy z firmą [OrgName] w postaci [name and surname] startujemy z projektem UXowym. Podzielcie się swoim feedbackiem ASAP, najlepiej do jutra. Same badania z użytkownikami planowane są na okres 23-26 listopada na godzine 15:00.",60.0
249,102,[name and surname] nie bedzie do 4 lutego. Niestety ma sickleave. Czy możesz mi powiedzieć jakie zadania z backloga on realizował. Być może nie wszystko wymieniłem w raporcie dla [Bank Name] potrzbuje to na jutro na 13:00 ewentualnie uzupełnić,45.0
250,103,"[name]ze, podpisane dokumenty odnośnie kolejnego stejdża zostawiłem w recepcji. Jeśli uda ci się je odebrać do godziny 15, to zdążysz je jeszcze wysłać i w czwartek powinny być we [place name].",45.0
251,106,"Dzień dobry,  Proszę o nadanie uprawnień do katalogu [folder] . W katalogu przechowywane są pliki robocze do których potrzebuję dostęp w trakcie projektu.    Pozdrawiam, [name and surname] Business Analyst | [OrgName] sp. z o.o",30.0
252,108,"[name], Tak jak rozmawialiśmy, przesyłam formatkę excelową do rozliczenia delegacji i poniżej masz ścieżkę do strony z kalkulatorem do wyliczenia delegacji, dzięki niemu jest dużo łatwiej rozliczyć wszystko. Tak jak mówiłam użyj proszę kurs [Bank Name] z dnia poprzedzającego datę rozliczenia. Wszystkie taxi i wydatki poza hotelem i jedzeniem przewalutuj na PLN zgodnie z zejściami w Twoim banku i wpisz w inne wydatki w tym rozliczeniu. Potem podeślij mi pdf z tego excele wypełnionego a oryginał z załączonymi tymi innymi kosztami przynieś mi proszę na biurko w biurze\ud83d\ude0a.  [link],12.html  W razie problemów dzwoń proszę \ud83d\ude0a.   Pozdrawiam,  [name and surname] Główna księgowa | [OrgName]",90.0
253,110,[name] i [name] napiszcie proszę co moglibyśmy kupić w cenie do 20 tyś dolarów jako nasz system do backup amalogiczny do [OrgName] Backup service tylko tańszy. Jeśli by się dało to kupilibyśmy coś tańszego w przyszłym miesiącu. Mamy około 30 tyś. w budżecie - jak nie wydamy wszystkiego to będzie można zoribć w grudniu imprezę wyjazdową.,120.0
254,122,"Dzień dobry, Pani [name] zwracam się z ponowną prośba o odniesienie się do komunikacji e-mail z dnia 8 marca w sprawie aktualizacji procesów, w tym naniesienia zmian i ewentualnych własnych poprawek. Ze względu na ograniczenia czasowe wprowadzanie zmian powinno się zakończyć jak najszybciej. Pozdrawiam [name and surname]",90.0
255,131,"Czy jesteśmy w stanie zdobyć jakieś datasety od firmy [OrgName]? Jeśli możesz to podaj mi numer do kogoś od nich, wykonam calla we wtorek i spróbuję się czegoś dowiedzieć. Ewentualnie zorganizuj jakiś wspólny meeting w tym tygodniu (piątek byłby najlepszy)",60.0
256,132,"Hej, byliśmy wczoraj na lunchu z klientem. Zapłaciłem z własnej kieszeni, w załączniku przesyłam Ci fakturę na 550zł, czy możesz zrobić mi za to przelew asap jeszcze dziś? Chciałbym mieć pieniądze na koncie najpóźniej do jutra do 15:00.",15.0
257,149,"Podsumowanie planningu: @[name] - zajmiesz się kontaktem z vendorem, @[name] - przejmiesz informowanie klienta o ewentualnych wyłączeniach. Od teraz musimy unikać martwych godzin, żeby nie powtórzyć sytuacji z ostatniego piątku, gdzie klienta usługi nie działały do 14:00 w poniedziałek. Best regards [name and surname].",15.0
258,150,"[name], przygotuj i podeślij firmie [OrgName] dataset z OCRa. Chciałbym żeby to zostało zrobione do wtorku do godziny 23.",120.0
259,151,"Przekaż proszę [name and surname] żeby przesłał swój tajmszit. Od 14 nie mogę się do niego dodzwonić, a za chwilę wyjeżdżam w delegację do [place name].",15.0
260,152,"[name], załączam tematy, których trzeba zrobić risercz, a póżniej dodać do prezentacji odnośnie bezpieczeństwa pożarowego biura [OrgName] w [place name]. Przygotuj proszę całość do środy i wyślij do mnie.",180.0
261,174,"Proszę, aby każdy kto jeszcze nie uiścił opłaty w wysokości 25 złotych, dokonał tego niezwłocznie. Jutro mija ostateczny termin zapisów. Pamiętajcie żeby sprawdzić czy wasz dokument nie wyexpirował. Wszystkie pytania odnośnie formularzy kierujcie do [name and surname], który chętnie przybliży wam szcegóły.",30.0
262,175,"Cześć,  W załączniku wypełniony excel, niestety nie jestem pewny czy rozliczenie jest zrobione poprawnie nie udało się też niestety wydrukować także zdaje się że będę musiał to rozliczyć po urlopie. Taksówkę i transport w [place name] zostawiam na biurku, Fakturę za Test Covid i taksówkę w Polsce postaram się dołączyć.    Druga sprawa, znaleźliśmy nową stażystkę. [name], [name] oraz [name] zatwierdzili jej przyjęcie trzeba tylko przygotować umowę zlecenie i umówić się z kandydatką na konkretny dzień żeby podpisała umowę i odebrała sprzęt. Stawka godzinowa to 25 zł/h, CV zamieszczam w załączniku. Kandydatka już wie, że została zaakceptowana.    Pozdrawiam, [name and surname]",60.0
263,176,"Cześć, konferencja odbędzie się w hotelu [OrgName] w [place name]. Możesz zabukować mi nocleg od środy do piątku?",45.0
264,181,"Cześć [name], zabookuj sobie termin 21 kwietnia 2022, będziemy mieli bardzo ważnego calla, dokładną godzinę i wytyczne jutro podeśle [name and surname].",15.0
265,184,"[name] otrzymałam Twoj raport. Niestety trzeba go poprawić gdyż brakuje 500 zł, które zapłaciliśmy fotografowi na imprezie. Postaraj się to zrobić przed wtorkiem i wysłać bezpośrednio do [name and surname]. Mnie daj do cc.",45.0
266,211,"[name],  Potrzebuję Twojej pomocy przy zainstalowaniu Build Tools (wymagane uprawnienia admina). Napisz kiedy możemy się zdzwonić i kiedy będę mógł udostępnić Ci pulpit.  Pozdrawiam [name]",90.0
267,228,Cześć [name]ina. Musisz mieć zatwierdzony grant 2 maja. Będziemy prezentowali naszą pracę w [place name] 15 maja o 13:00. Proszę podeślij mi obecny stejt dokumentu.,30.0
268,231,"Hej [name], przesyłam Ci na razie 3 tabelki do poprawy. Gdzieś sie nia zgadza na kazdej z nich  liczba kolumn w nagłówku i w ktorymś z wierszy.  W poniedziałek reszta tagowań do poprawy.  Sorry, że ta wyszło ale dopiero teraz mogę je posprawdzać.  Pozdrowienia [name]",120.0
269,250,Przypomnij mi kiedy mamy dedlajn oddania tego etapu i jakie zadania zostały jeszcze do zrobienia dla [name] i [name].,30.0
270,257,"Razem z [name and surname] i [name and surname] planujemy zrobić firmowy meeting 30.02.2022. Proszę, napisz mi do piątku do godziny 11:00 czy będziesz chętny żeby wpaść. Pozdrawiam",120.0
271,260,"[name], czy możemy się złapać na rozmowę między środą a piątkiem? Chciałbym zobaczyć jak progresujecie w aktualnym projekcie i zapdejtować informacje.",120.0
272,269,W poniedziałek przyszły nowe komputery dla [name and surname] i [name and surname]. Możesz przeforwardować informacje żeby odebrali je z biura do czwartku?,15.0
273,275,"Cześć [name], czy wybierasz się w przyszłym miesiącu do [place name]? Jeśli tak to dam Ci 200 USD i poproszę Cie o kupienie czarnych jeansów Levis Straussa w [place name].",60.0
274,277,"Cześć,\nMyślę, że zaproponowana forma współpracy jest OK. Warto skorzystać z możliwości pracy zdalnej, czy to z [place name], czy to z zagranicy. Do czasu wyjazdu proszę o:\n•\tzakończenie prac nad aplikacją do obsługi naruszeń ODO (wersja angielska i polska)\n•\tprzyciśnięcie deweloperów o brakujące materiały dla [OrgName] i przedstawienie przed 20 sierpnia informacji o stanie prac\n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",480.0
275,278,"Cześć,\nNa jakim etapie prac jesteś z przygotowaniem dokumentacji [product name] dla [OrgName]? Podeślij, proszę, próbkę efektów swych prac.\n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",30.0
276,279,"[name],\nW załączeniu zrzuty ekranów z ankiet dla potencjalnych i bieżących procesorów, a także z raportów podłączonych pod te ankiety.\nCzekam na uwagi do tekstów w pytaniach i układu całych ankiet.\n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",180.0
277,280,"Cześć,\n[name and surname] dzwoniła właśnie, że szuka patentu na podstawę prawną przekazywania do firmy rekrutacyjnej danych zatrudnionych osób: wynagrodzenie, okres umowy, termin zakończenia umowy. Wiem, że czasami firmy rekrutacyjne same zbierają zgody kandydatów, do pozyskiwania takich danych od swych klientów. Problem w tym, że zgody można odwołać. \nSprawa pilna. Chcieliby dostać odpowiedź jeszcze dziś.\n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",60.0
278,281,"Cześć,\nW piątek mieliśmy warsztaty z [OrgName] na temat aplikacji Wnioski RODO. Większość kwestii dotyczących \'wniosku prostego\' (usunięcie adresu lub telefonu błędnie wskazanego dla odbiorcy paczki) mamy już obsłużonych, zostało kilka niewielkich poprawek i jedna większa zmiana do wyceny. \nW trakcie spotkania przeszliśmy też przez podstawowy przebieg procesu (\'wnioski złożone\'). Na razie większych kwestii nie zgłoszono, chociaż konieczne jest mocniejsze przetestowanie po stronie [OrgName]. \nW przypadku \'wniosków złożonych\' pojawiła się kwestia przyjmowanie wniosków na podstawie zgłoszeń telefonicznych. Czy jest to prawidłowe i bezpieczne?Problem w tym, że [OrgName] ma bardzo mało danych pozwalających zidentyfikować rozmówcę. Praktycznie opierają się na numerze telefonu czy mailu, jeśli dotyczy to odbiorcy paczek, a także na numerach listów przewozowych - to wystarcza w przypadku \'wniosków prostych\'. Według mnie można przyjąć, że obsługa \'wniosków złożonych\' będzie mogła być podjęta po przesłaniu listu lub maila. Gdyby ktoś zadzwonił z tematem np. ograniczenia przetwarzania, to powinni go poprosić o wniosek na piśmie. Co Wy na to?\n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",30.0
279,282,"[name],\nPodpisz, proszę, załączoną umowę i odeślij do mnie. Przekażę do podpisu w [OrgName]. To ostatni formalny dokument niezbędny przy naszej współpracy. Treść uzgodniona z NN [OrgName] i potwierdzona przez [name and surname].\n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",15.0
280,283,"Cześć,\nMożna wystawić fakturę dla NN [OrgName] za realizację zamówienia nr 8 - Dostosowanie i wdrożenie aplikacji: Rozliczanie wydatków gotówkowych. \n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",15.0
281,284,"Cześć,\nNa bazie zeszłorocznego materiału przygotowałem nową ofertę dla Miasta. Jeśli wg Ciebie jest OK, to wyślę ją do [name and surname].\n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",60.0
282,285,"[name],\nProśba o wystawienie faktury dla [OrgName] za:\n•             usługę wsparcia [OrgName] dla Platformy NEULA w 2 kwartale 2022 - \n•             usługi w zakresie rozwoju Platformy oraz w zakresie wsparcia Zamawiającego w automatyzowaniu procesu Obieg faktur kosztowych (par. 2 pkt 3. a) Umowy) - w zakresie 54 roboczogodzin \n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",15.0
283,286,"[name],\nPodeślij, proszę, edytowalną wersję oferty dla [OrgName]. Chciałbym wprowadzić zmiany, o których pisze [name].\n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",15.0
284,287,"[name],\nPrzygotowałem artykuł dla [OrgName]. W wolniejszej chwili zerknij na niego. Może jest zbyt ciężki jak na biuletyn firmowy poruszający m.in. kwestie bezpieczeństwa i prywatności.\n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",30.0
285,288,"Cześć,\nPodsyłam propozycję harmonogramu prac dla [OrgName]. Opierać będziemy się na gotowych aplikacjach (szczególnie w drugiej połowie prac), stąd ewentualne poprawki nie powinny zabrać nam zbyt wiele czasu. Założyłem 5 dni na testy klienta (zobaczymy jeszcze co wyniknie przy podpisywaniu umowy). Wziąłem pod uwagę urlop [name] na początku sierpnia. Przygotowaniem aplikacji zajmowałaby się [name] i [name] (głównie obsługa wniosków RODO). W przypadku aplikacji do oceny procesorów mógłby się włączyć [name], aby zrównoważyć obciążenie i wykorzystać swoje doświadczenie przy budowaniu tej aplikacji dla [OrgName].\n\nDajcie znać, czy taki harmonogram nie jest zbyt ambitny.  Może trzeba uwzględnić jakieś dodatkowe czynniki.\n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",45.0
286,289,"Cześć,\nPodsyłam arkusz do zewidencjonowania prac dla [OrgName] w czerwcu. Prośba o podesłanie dziś zwrotnie wypełnionych arkuszy.\nDo listy projektów dodałem Zarządzanie uprawnieniami.\n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",15.0
287,290,"[name],\nPrzygotowałem slajd 1 i 3. Wrzuć jakiś schemat techniczny na slajd 2.\n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",30.0
288,291,"Cześć,\nPodeślijcie mi, proszę, informację o pracach wykonywanych przez Was w maju dla [OrgName]. Będę wdzięczny za przesłanie informacji jutro do południa.\n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",15.0
289,292,"[name],\nMógłbyś przygotować krótki materiał o aplikacji dotyczącej analizy procesorów, zgodnie z wzorcem przesłanym przez [OrgName]? Dobrze byłoby to mieć na piątek. Możemy o tym porozmawiać, jeśli będziesz tego potrzebował.\n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",60.0
290,293,"[name],\n[OrgName] podesłało odpowiedzi na kilka dodatkowych pytań dotyczących aplikacji, które mielibyśmy dla nich przygotować. Spójrz, czy są jakieś wymagania, które według Ciebie wymagałyby podniesienia wyceny w ofercie. Podejrzewam, że próba stworzenia mechanizmu automatycznego podłączania odpowiedzi klientów na podstawie ich odpowiedzi mailowych (mechanizm jak w [OrgName], oparty o jakąś dodatkową skrzynkę mailową). Zastanawiam się też czy narzut w wysokości 15% ceny wdrożenia jest wystarczający, jeśli będą chcieli mieć aplikacje działające w dwóch językach.\n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",120.0
291,294,"Czesc,\nProsba o wycene dla procesow:\n- zakupowy\n- rekrytacja i onboarding\n- offboarding\n- integracji\nWycene chciałbym zacząć skladac w srode, 27.04.\n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",240.0
292,295,"[name],\nU mnie nie można wydrukować PDF, więc będę wdzięczny, gdy drukniesz mi załączony dokument. \n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",15.0
293,296,"[name],\nRzuć, proszę okiem na poniższe zgłoszenie z [OrgName]. O co może chodzić tym razem?\n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",30.0
294,297,"Cześć,\nPrzygotowałem wstępną wersję zakresu prac wykonanych i do wykonania w ramach projektu e-faktur w [OrgName]. Spójrz, proszę, co tu można dopisać. Szczególnie w kwestii dopracowania integracji obiegu faktur z [OrgName] (rejestrem umów) oraz PEUM (portal moja[place name]).\n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",30.0
295,298,"Cześć,\nNa bazie wczorajszych rozmów przygotowałem kolejną wersje Polityki i Procedury SDLC. Jeżeli coś jeszcze chcielibyście zmienić, to dajcie znać do końca tego tygodnia. Później prześlę uzyskane wersje dokumentów do [name and surname], aby zatwierdził formalnie te dokumenty.\n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",120.0
296,299,"[name],\nChłopaki chcą jednak wysłać załącznik nr 2 do [OrgName]u. Dlatego uzupełniłem komentarze dla wszystkich wymogów. Prośba o sprawdzenie czy jest OK oraz ewentualne dopisanie komentarzy (potencjalne miejsca wskazałem w swoich uwagach).\n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",60.0
297,300,"[name],\nMożesz podpisać zamówienie nr 24 i wysłać do [name and surname]? Ewentualnie masz już gdzieś wersję podpisaną i wystarczy ją jeszcze raz przesłać. Niestety nie widzę na sieci żadnych dokumentów. Protokół wysyłał do Ciebie, i na szczęście już go znalazł.\n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",15.0
298,301,"[name],\nPod nieobecność [name] możesz sprawdzić co jest z tym połączeniem z [Bank Name]?\n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",45.0
299,302,"Cześć,\nRobię porządki w informacjach dotyczących poszczególnych klientów. Możecie mi podać jaką wersję [product name] i ewentualnie do kiedy ważną licencję mają poszczególni klienci?\n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",15.0
300,303,"Cześć,\nUruchomiłem konto testowe na [link]. Link z zaproszeniem: [link] przyjrzeć się temu rozwiązaniu, choćby pod kątem przygotowania aplikacji dla [OrgName]/TTSW. Jest tu też sporo pomysłów na prezentację zadań, które warto byłoby przemyśleć pod kątem ekranów aplikacyjnych.\n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",60.0
301,304,"[name],\nMają problem z dostaniem się do [product name] w [OrgName]. Mógłbyś zerknąć czy to coś mogło się stać po naszej stronie?\n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",30.0
302,305,"Cześć,\nWyślijcie, proszę, Wasze wnioski o urlopy planowane do końca roku. Uwzględnijcie w nich, że do odebrania jest dodatkowy dzień za święto wypadające w sobotę, 25 grudnia. \n\nPozdrawiam,\n[name and surname]\nSenior Manager | [OrgName]\n",15.0
